Name,X [ ],Y [ ],DeltaE [kcal/mol],Reaction,HOMO Energy [eV],Mulliken Charge [a.u],Molecular Weight in [a.u.],Molecular Shape [ ],Molecular Volume [A^3],L1,L2,bond type
Cu_15.86,2.895258406602e+00,-5.084602391703e+00,-2.688586,Stille,NAN,NAN,513.102,0.38235,1372.421,15,86,2
Cu_15.87,4.091236138655e+00,-5.686952076786e+00,-8.608131,Negishi,NAN,NAN,451.031,0.31034,994.9237,15,87,2
Cu_15.88,3.841403527288e+00,-5.287760658690e+00,-5.178936,Stille,NAN,NAN,479.041,0.3871,1226.316,15,88,2
Cu_15.89,3.453321216464e+00,-5.490099425849e+00,-5.949578,Stille,NAN,NAN,491.096,0.3125,1193.982,15,89,2
Cu_1.58,1.002518507859e+01,-6.351577157892e+00,5.903988,None,NAN,NAN,295.016,0.58333,158.7143,1,58,2
Cu_15.90,2.359781790081e+00,-5.464270663780e+00,10.227048,None,NAN,NAN,540.124,0.33333,1257.909,15,90,2
Cu_1.59,1.093623829164e+01,-6.115685849715e+00,8.585934,None,NAN,NAN,295.016,0.66667,174.2807,1,59,2
Cu_1.5,-2.266204760109e+00,-1.394695439443e+01,0.820000,Hiyama,-12.0732,-0.115612,326.970,0.5,299.5956,1,5,2
Cu_1.60,9.624161040047e+00,-6.433427707849e+00,3.735947,Hiyama,NAN,NAN,311.015,0.53846,209.8265,1,60,2
Cu_16.16,-2.462751252032e+01,-7.546670110798e+00,20.520147,None,NAN,NAN,842.628,0.22807,2078.738,16,16,2
Cu_16.17,-9.895388784652e+00,-8.223587110005e+00,3.775178,Hiyama,NAN,NAN,586.281,0.2973,1528.493,16,17,2
Cu_16.18,-1.135077390458e+01,-7.930943129543e+00,14.849322,None,NAN,NAN,670.442,0.25581,1676.212,16,18,2
Cu_16.19,-1.002915778460e+01,-8.109567167454e+00,-1.217709,Stille,NAN,NAN,592.244,0.31579,1559.698,16,19,2
Cu_1.61,1.016994345488e+01,-6.167249363609e+00,6.241843,None,NAN,NAN,311.015,0.61538,241.7992,1,61,2
Cu_16.20,-1.045200019121e+01,-8.383500759798e+00,2.064217,Hiyama,NAN,NAN,652.296,0.28571,1463.979,16,20,2
Cu_16.21,-1.202966107920e+01,-7.696794553325e+00,2.635172,Hiyama,NAN,NAN,696.396,0.26087,1706.344,16,21,2
Cu_16.22,-1.300116336666e+01,-7.846679483320e+00,20.639770,None,NAN,NAN,742.508,0.2449,1561.106,16,22,2
Cu_16.23,-1.357074968657e+01,-7.578160325294e+00,33.484895,None,NAN,NAN,770.562,0.26,1698.883,16,23,2
Cu_16.24,-1.254186987641e+01,-7.828455729637e+00,11.667386,None,NAN,NAN,722.434,0.25,1580.912,16,24,2
Cu_16.25,-1.289193253296e+01,-7.888993362126e+00,6.109819,None,NAN,NAN,730.413,0.2449,1542.389,16,25,2
Cu_16.26,-1.307177315804e+01,-7.629592704341e+00,7.151070,None,NAN,NAN,746.412,0.24,1710.965,16,26,2
Cu_16.27,-1.288093882543e+01,-7.532453247630e+00,0.932819,Hiyama,NAN,NAN,730.413,0.26531,1758.449,16,27,2
Cu_16.28,-9.861801266384e+00,-7.876157929188e+00,17.315067,None,NAN,NAN,602.192,0.31579,1618.214,16,28,2
Cu_16.29,-1.007662257856e+01,-7.434495711833e+00,-2.909797,Stille,NAN,NAN,599.240,0.31579,1712.503,16,29,2
Cu_1.62,1.138571374429e+01,-6.050224921370e+00,6.670322,None,NAN,NAN,311.015,0.69231,127.4678,1,62,2
Cu_16.30,-1.246681061789e+01,-5.699549659638e+00,9.639102,None,NAN,NAN,723.466,0.39286,1705.092,16,30,2
Cu_16.31,-1.090204664545e+01,-7.996312000130e+00,-0.782488,Stille,NAN,NAN,670.363,0.27907,1645.172,16,31,2
Cu_16.32,-8.988046077610e+00,3.349662190773e+00,-1.859659,Stille,NAN,NAN,549.219,0.30556,1647.633,16,32,2
Cu_16.33,-8.866253798317e+00,2.977366023620e+00,0.953333,Hiyama,NAN,NAN,577.273,0.28947,1500.356,16,33,2
Cu_16.34,-9.263195063658e+00,2.789513814239e+00,0.330174,Hiyama,NAN,NAN,605.327,0.275,1528.628,16,34,2
Cu_16.35,-9.535624917704e+00,2.549247533288e+00,12.480634,None,NAN,NAN,633.381,0.2619,1459.673,16,35,2
Cu_16.36,-1.039388427043e+01,2.109680556993e+00,5.002708,Hiyama,NAN,NAN,685.457,0.28261,1482.080,16,36,2
Cu_16.37,-1.297199542237e+01,1.264312484323e+00,0.920035,Hiyama,NAN,NAN,757.523,0.26923,1891.893,16,37,2
Cu_16.38,-8.538751355411e+00,3.201439011148e+00,-5.492243,Stille,NAN,NAN,551.235,0.30556,1511.371,16,38,2
Cu_16.39,-9.168376267138e+00,3.020591727528e+00,-7.754408,Negishi,NAN,NAN,579.289,0.28947,1625.188,16,39,2
Cu_1.63,1.050597817162e+01,-6.022287575079e+00,6.709219,None,NAN,NAN,324.057,0.64286,183.0884,1,63,2
Cu_16.40,-9.294274107342e+00,2.788645542777e+00,-1.728120,Stille,NAN,NAN,607.343,0.275,1542.515,16,40,2
Cu_16.41,-1.506476997278e+01,1.497658726743e-01,0.189221,Hiyama,NAN,NAN,759.538,0.26923,2321.220,16,41,2
Cu_16.42,-8.869846243678e+00,3.260549477936e+00,-6.622392,Stille,NAN,NAN,590.056,0.30556,1590.408,16,42,2
Cu_16.43,-9.082301385490e+00,2.966088473537e+00,3.152218,Hiyama,NAN,NAN,618.110,0.28947,1560.747,16,43,2
Cu_16.44,-9.270295693650e+00,3.057393648890e+00,3.374504,Hiyama,NAN,NAN,577.273,0.28947,1666.716,16,44,2
Cu_16.45,-1.158545764092e+01,2.110178975192e+00,-4.107970,Stille,NAN,NAN,683.441,0.28261,1895.041,16,45,2
Cu_16.46,-1.229667641062e+01,1.950549527506e+00,2.189065,Hiyama,NAN,NAN,703.431,0.29167,1967.024,16,46,2
Cu_16.47,-1.279085878878e+01,1.738231464829e+00,0.019939,Stille,NAN,NAN,717.458,0.28571,2028.062,16,47,2
Cu_16.48,-9.210944399461e+00,2.808034862845e+00,-3.258971,Stille,NAN,NAN,613.306,0.31707,1518.594,16,48,2
Cu_16.49,-9.154131243987e+00,2.808742368882e+00,-3.733882,Stille,NAN,NAN,611.290,0.31707,1490.120,16,49,2
Cu_1.64,9.637186594097e+00,-6.428267424447e+00,6.037560,None,NAN,NAN,309.042,0.53846,155.7844,1,64,2
Cu_16.50,7.759420687219e-01,-4.868194106818e+00,5.217494,Hiyama,NAN,NAN,532.189,0.31429,1613.088,16,50,2
Cu_16.51,4.638721789582e-01,-4.883873299856e+00,2.917160,Hiyama,NAN,NAN,566.634,0.30556,1615.611,16,51,2
Cu_16.52,4.471038222855e-01,-4.870592765673e+00,3.000631,Hiyama,NAN,NAN,566.634,0.30556,1632.334,16,52,2
Cu_16.53,5.914704876019e-01,-4.780255342253e+00,2.895763,Hiyama,NAN,NAN,566.634,0.33333,1664.281,16,53,2
Cu_16.54,5.162321020088e-01,-4.858550564817e+00,2.770737,Hiyama,NAN,NAN,550.179,0.30556,1642.376,16,54,2
Cu_16.55,5.409981040324e-01,-4.873784258111e+00,4.226400,Hiyama,NAN,NAN,550.179,0.30556,1624.792,16,55,2
Cu_16.56,8.502891170900e-01,-4.812826356476e+00,3.347484,Hiyama,NAN,NAN,550.179,0.33333,1612.177,16,56,2
Cu_16.57,5.197794652258e-01,-4.927354261262e+00,5.005614,Hiyama,NAN,NAN,546.216,0.30556,1579.559,16,57,2
Cu_16.58,5.164904113113e-01,-4.924987990459e+00,2.844293,Hiyama,NAN,NAN,546.216,0.30556,1581.931,16,58,2
Cu_16.59,5.643697124047e-01,-4.771087348045e+00,4.042815,Hiyama,NAN,NAN,546.216,0.33333,1688.885,16,59,2
Cu_1.65,9.711670427543e+00,-6.235688600937e+00,4.729821,Hiyama,NAN,NAN,323.069,0.57143,187.0646,1,65,2
Cu_16.60,3.499840116843e-01,-4.914365871780e+00,0.891138,Hiyama,NAN,NAN,562.215,0.2973,1616.996,16,60,2
Cu_16.61,4.298159847214e-01,-4.795894553418e+00,5.597673,Hiyama,NAN,NAN,562.215,0.32432,1703.634,16,61,2
Cu_16.62,4.075054676644e-01,-4.607426551207e+00,2.135240,Hiyama,NAN,NAN,562.215,0.35135,1822.895,16,62,2
Cu_16.63,2.743780653752e-01,-4.724423531835e+00,4.518662,Hiyama,NAN,NAN,575.257,0.34211,1791.293,16,63,2
Cu_16.64,2.586485216278e-01,-4.913772898857e+00,8.522597,None,NAN,NAN,560.242,0.2973,1645.508,16,64,2
Cu_16.65,2.009260996828e-01,-4.893624090097e+00,1.758631,Hiyama,NAN,NAN,574.269,0.31579,1668.194,16,65,2
Cu_16.66,3.126870115620e-01,-4.794678098388e+00,-2.546175,Stille,NAN,NAN,586.159,0.31579,1737.692,16,66,2
Cu_16.67,1.119227097734e-01,-2.060200272595e+01,5.706986,None,NAN,NAN,521.162,0.37931,1621.615,16,67,2
Cu_16.68,1.016094077289e-01,-2.054991408388e+01,3.514337,Hiyama,NAN,NAN,511.167,0.33333,1391.802,16,68,2
Cu_16.69,2.965175285599e+00,-5.275101441460e+00,4.460684,Hiyama,NAN,NAN,512.198,0.33333,1298.063,16,69,2
Cu_1.66,9.989698011938e+00,-6.471259087178e+00,9.906250,None,NAN,NAN,334.959,0.57143,179.3996,1,66,2
Cu_16.70,2.627714027178e-01,-4.970284321202e+00,2.146998,Hiyama,NAN,NAN,574.269,0.31579,1546.518,16,70,2
Cu_16.71,-6.308765103228e+00,3.661174461482e+00,8.552354,None,NAN,NAN,481.097,0.35484,1120.753,16,71,2
Cu_16.72,-1.095031337934e+01,-8.126424937723e+00,4.363209,Hiyama,NAN,NAN,654.315,0.27907,1584.748,16,72,2
Cu_16.73,-1.227373499688e+01,-7.406040097448e+00,14.076171,None,NAN,NAN,713.339,0.2766,1887.525,16,73,2
Cu_16.74,-9.513878563261e+00,-8.473490312876e+00,3.152477,Hiyama,NAN,NAN,572.254,0.30556,1436.546,16,74,2
Cu_16.75,-9.402074469458e+00,-8.523628146200e+00,-0.624592,Stille,NAN,NAN,591.213,0.2973,1428.488,16,75,2
Cu_16.76,-2.320690000000e+01,9.282760000000e-01,13.376760,None,NAN,NAN,840.676,0.36667,2197.157,16,76,2
Cu_16.77,-2.178236636837e+01,-5.873203323666e-02,6.397671,None,NAN,NAN,843.700,0.22414,2026.679,16,77,2
Cu_16.78,-7.550885596913e+00,3.404139486367e+00,7.485848,None,NAN,NAN,521.142,0.32353,1392.635,16,78,2
Cu_16.79,2.135426984714e+00,-5.055019793627e+00,17.233646,None,NAN,NAN,522.150,0.32353,1458.194,16,79,2
Cu_1.67,1.111535275273e+01,-1.764720942102e+01,13.310000,None,-11.225,0.301729,269.962,0.6,92.72738,1,67,2
Cu_16.80,1.548580416335e-01,-2.053639911332e+01,10.328413,None,NAN,NAN,522.150,0.37931,1438.172,16,80,2
Cu_16.81,-1.279389274928e+01,-7.438896744037e+00,6.522003,None,NAN,NAN,733.373,0.2449,1829.624,16,81,2
Cu_16.82,-9.844924975180e+00,-8.493224422524e+00,-6.526042,Stille,NAN,NAN,617.299,0.28205,1416.595,16,82,2
Cu_16.83,-1.073040775133e+01,-8.161165572532e+00,3.251598,Hiyama,NAN,NAN,662.332,0.2619,1575.268,16,83,2
Cu_16.84,-1.300446045388e+01,-6.820860393468e+00,7.670210,None,NAN,NAN,719.474,0.29787,2073.837,16,84,2
Cu_16.85,9.558088693976e-03,-5.071588440736e+00,-0.090833,Stille,NAN,NAN,599.279,0.325,1489.516,16,85,2
Cu_16.86,-9.533086454545e-01,-4.190931669500e+00,6.163259,None,NAN,NAN,597.263,0.35,2008.541,16,86,2
Cu_16.87,1.353873778785e+00,-4.993649381178e+00,1.941033,Hiyama,NAN,NAN,535.193,0.31429,1511.145,16,87,2
Cu_16.88,3.960135302660e-01,-4.459891907469e+00,-1.999554,Stille,NAN,NAN,563.203,0.35135,1881.686,16,88,2
Cu_16.89,1.529346201675e-01,-4.939612077022e+00,-3.640222,Stille,NAN,NAN,575.257,0.28947,1642.285,16,89,2
Cu_1.68,1.140766437288e+01,-1.737249856958e+01,13.324690,None,NAN,NAN,259.967,0.66667,141.7522,1,68,2
Cu_16.90,-1.633706368603e+00,-4.100313141863e+00,18.917972,None,NAN,NAN,624.285,0.30952,1975.287,16,90,2
Cu_1.69,1.024888373824e+01,-6.762903859464e+00,6.480642,None,NAN,NAN,260.998,0.55556,143.5273,1,69,2
Cu_1.6,-2.948003763413e+00,-1.290579664084e+01,-0.300000,Stille,-11.5604,-0.166829,369.051,0.46667,555.4779,1,6,2
Cu_1.70,9.554418953761e+00,-6.144354944134e+00,2.709042,Hiyama,NAN,NAN,323.069,0.57143,309.2793,1,70,2
Cu_17.17,-3.816495506398e+00,-1.234957432392e+01,-11.239800,Negishi,-10.1288,-0.394856,329.934,0.41176,456.6602,17,17,2
Cu_17.18,-5.785421528444e+00,-1.075766555078e+01,-7.318865,Negishi,NAN,NAN,414.095,0.34783,656.2119,17,18,2
Cu_17.19,-2.844655053353e+00,-1.231145473502e+01,-20.130000,Kumada,-10.0692,-0.420691,335.897,0.5,573.8008,17,19,2
Cu_1.71,1.927549988905e+01,1.240541372630e+01,19.129443,None,NAN,NAN,229.897,0.71429,53.09475,1,71,2
Cu_17.20,-5.198563863026e+00,-1.094841344589e+01,-20.745700,Kumada,-9.95405,-0.465777,395.949,0.40909,753.1741,17,20,2
Cu_17.21,-6.349997337260e+00,-1.031565325562e+01,-13.179900,Kumada,-9.72784,-0.637162,440.049,0.34615,792.3482,17,21,2
Cu_17.22,-7.167042825806e+00,-9.843109152028e+00,2.570544,Hiyama,NAN,NAN,486.161,0.31034,995.6394,17,22,2
Cu_17.23,-6.543971667578e+00,-7.451705652512e+00,2.283912,Hiyama,NAN,NAN,512.199,0.45455,1332.783,17,23,2
Cu_17.24,-6.787913781865e+00,-1.009928189183e+01,-7.861720,Negishi,-9.3364,-0.645040,466.087,0.32143,847.6960,17,24,2
Cu_17.25,-7.156257725440e+00,-9.835406786524e+00,20.610000,None,-9.28468,-0.654272,474.066,0.31034,1034.408,17,25,2
Cu_17.26,-7.234773798855e+00,-9.838824186027e+00,-12.920000,Kumada,-8.65396,-0.442301,490.065,0.3,984.9025,17,26,2
Cu_17.27,-6.876080160258e+00,-9.918882060404e+00,-23.912600,Kumada,-9.10447,-0.464034,474.066,0.34483,947.3978,17,27,2
Cu_17.28,-2.612588341036e+00,-1.293835806744e+01,0.967118,Hiyama,NAN,NAN,345.845,0.5,454.8918,17,28,2
Cu_17.29,-2.581240883774e+00,-1.299536687718e+01,-12.168600,Kumada,-9.31789,-0.418640,342.893,0.5,429.0740,17,29,2
Cu_1.72,-3.850497129149e+00,-1.173620383771e+01,-7.738248,Negishi,NAN,NAN,403.115,0.47368,596.4878,1,72,2
Cu_17.30,-6.386165498734e+00,-1.029238064148e+01,-5.296667,Stille,NAN,NAN,469.135,0.33333,803.2427,17,30,2
Cu_17.31,-5.093746091705e+00,-1.119134492591e+01,-5.661410,Stille,-8.68036,-0.600468,414.016,0.3913,545.2473,17,31,2
Cu_17.32,-1.734923646742e+00,4.749253491620e+00,-11.352883,Negishi,NAN,NAN,292.872,0.4375,457.8697,17,32,2
Cu_17.33,-2.081812854458e+00,4.652222993236e+00,-14.542500,Kumada,-9.4951,-0.507210,320.926,0.44444,500.3629,17,33,2
Cu_17.34,-2.701707952976e+00,4.352474839456e+00,-16.588400,Kumada,-9.46243,-0.433073,348.980,0.4,436.3336,17,34,2
Cu_17.35,-3.428414222687e+00,4.107394494759e+00,-9.946253,Negishi,NAN,NAN,377.034,0.36364,532.1748,17,35,2
Cu_17.36,-4.572208731601e+00,4.246966725745e+00,-16.071673,Kumada,NAN,NAN,429.109,0.42308,788.6671,17,36,2
Cu_17.37,-6.244264457226e+00,3.903985807977e+00,-11.215600,Negishi,-9.15837,-0.544119,501.175,0.40625,1041.803,17,37,2
Cu_17.38,-1.667501988861e+00,4.770749935795e+00,-12.031300,Kumada,-9.7096,-0.349802,294.888,0.4375,395.0618,17,38,2
Cu_17.39,-2.084056346587e+00,4.651200774383e+00,-20.379100,Kumada,-9.5019,-0.500624,322.942,0.44444,494.7790,17,39,2
Cu_1.73,-5.142210502531e+00,-1.109775636342e+01,4.692646,Hiyama,NAN,NAN,462.139,0.3913,621.8050,1,73,2
Cu_17.40,-2.677839884812e+00,4.344294975271e+00,-22.691400,Kumada,-9.36035,-0.571028,350.996,0.4,418.6042,17,40,2
Cu_17.41,-5.949310410553e+00,4.116670351373e+00,-19.675224,Kumada,NAN,NAN,503.191,0.40625,823.7744,17,41,2
Cu_17.42,-1.140564052600e+00,4.843983284248e+00,-13.980500,Kumada,-10.0741,-0.257063,333.709,0.5,331.6905,17,42,2
Cu_17.43,-2.002838880914e+00,4.660500560286e+00,-9.243122,Negishi,NAN,NAN,361.763,0.44444,436.2753,17,43,2
Cu_17.44,-1.994090812020e+00,4.660962934161e+00,-13.042400,Kumada,-9.2972,-0.379494,320.926,0.44444,451.4739,17,44,2
Cu_17.45,-4.424037522856e+00,4.264168310368e+00,-14.587036,Kumada,NAN,NAN,427.094,0.42308,725.1687,17,45,2
Cu_17.46,-5.338974231319e+00,3.971287652599e+00,-15.017600,Kumada,-8.93052,-0.452575,447.084,0.39286,908.3223,17,46,2
Cu_17.47,-5.563552292754e+00,4.071245968232e+00,-17.991800,Kumada,-8.90412,-0.402214,461.111,0.41379,958.7008,17,47,2
Cu_17.48,-2.736691099475e+00,4.692178942735e+00,-17.159200,Kumada,-9.02117,-0.461448,356.959,0.47619,600.0753,17,48,2
Cu_17.49,-2.829336904672e+00,4.715653862435e+00,-10.619700,Negishi,-9.53293,-0.495456,354.943,0.47619,659.4258,17,49,2
Cu_1.74,-2.332888382242e+00,-1.360096535396e+01,7.241614,None,NAN,NAN,321.054,0.5,281.4616,1,74,2
Cu_17.50,9.061232903075e+00,-6.097099096284e+00,-8.530000,Negishi,-10.2434,-0.200228,275.842,0.53333,415.8655,17,50,2
Cu_17.51,8.549582273115e+00,-6.068831875750e+00,-12.720000,Kumada,-10.03,-0.243614,310.287,0.5,432.2901,17,51,2
Cu_17.52,8.524592681605e+00,-6.062328481306e+00,-6.600000,Stille,-10.3561,-0.240153,310.287,0.5,445.6266,17,52,2
Cu_17.53,9.136801745759e+00,-5.967816702970e+00,-9.100000,Negishi,-10.3368,-0.195699,310.287,0.5625,477.5530,17,53,2
Cu_17.54,8.693057022504e+00,-6.115710537443e+00,-30.080000,Kumada,-10.643,-0.199242,293.832,0.5,396.3874,17,54,2
Cu_17.55,8.726370115038e+00,-6.128481761218e+00,-6.730000,Stille,-10.3847,-0.233142,293.832,0.5,377.0035,17,55,2
Cu_17.56,9.225620470269e+00,-6.009246153929e+00,-7.700000,Negishi,-10.3479,-0.223852,293.832,0.5625,430.8298,17,56,2
Cu_17.57,8.702208723602e+00,-6.122483778505e+00,-9.610000,Negishi,-10.03,-0.301848,289.869,0.5,358.0808,17,57,2
Cu_17.58,8.534345214440e+00,-6.064849980872e+00,-13.940000,Kumada,-9.95432,-0.261279,289.869,0.5,454.2332,17,58,2
Cu_17.59,9.205335142636e+00,-5.986833521665e+00,-8.730000,Negishi,-10.1285,-0.199430,289.869,0.5625,418.9823,17,59,2
Cu_1.75,-2.794057307776e+00,-1.354917646155e+01,-5.684872,Stille,NAN,NAN,340.013,0.46154,320.1388,1,75,2
Cu_17.60,8.327607178200e+00,-6.122204036819e+00,-13.110000,Kumada,-10.0289,-0.298961,305.868,0.47059,365.5335,17,60,2
Cu_17.61,8.792913987814e+00,-6.010635163569e+00,-12.020000,Kumada,-10.1438,-0.177989,305.868,0.52941,470.5093,17,61,2
Cu_17.62,9.331719752855e+00,-5.870993912983e+00,-8.680000,Negishi,-10.0281,-0.199727,305.868,0.58824,457.4470,17,62,2
Cu_17.63,8.914391813865e+00,-5.892296184738e+00,-8.020000,Negishi,-9.23922,-0.203797,318.910,0.55556,498.8298,17,63,2
Cu_17.64,8.212875038210e+00,-6.097059620576e+00,-2.810000,Stille,-10.1658,-0.244303,303.895,0.47059,399.1234,17,64,2
Cu_17.65,8.189077424560e+00,-5.971390113213e+00,-7.948489,Negishi,NAN,NAN,317.922,0.5,478.8177,17,65,2
Cu_17.66,8.417329539281e+00,-6.035793680145e+00,-7.220000,Negishi,-10.4209,-0.151938,329.812,0.5,451.9233,17,66,2
Cu_17.67,1.030033958367e+01,-1.798948081857e+01,-4.354621,Stille,NAN,NAN,264.815,0.55556,338.1879,17,67,2
Cu_17.68,1.026147595854e+01,-1.808005314234e+01,-7.650000,Negishi,-10.3999,-0.092211,254.820,0.53846,330.5967,17,68,2
Cu_17.69,8.734374062472e+00,-6.681800460049e+00,-4.920000,Stille,-10.1941,-0.330212,255.851,0.46154,303.9749,17,69,2
Cu_1.76,-7.576211673924e+00,3.311984976725e+00,15.856896,None,NAN,NAN,590.484,0.32353,1318.989,1,76,2
Cu_17.70,8.066839916347e+00,-5.939906295520e+00,-9.100000,Negishi,-9.32224,-0.264931,317.922,0.5,531.3022,17,70,2
Cu_17.71,2.498629901362e-01,5.426493739359e+00,-11.210000,Negishi,-11.0826,-0.053866,224.750,0.54545,286.1925,17,71,2
Cu_17.72,-5.513485939688e+00,-1.079272399498e+01,-16.596738,Kumada,NAN,NAN,397.968,0.3913,696.6152,17,72,2
Cu_17.73,-6.084112159598e+00,-1.042592821104e+01,-4.728747,Stille,NAN,NAN,456.992,0.37037,726.5444,17,73,2
Cu_17.74,-3.404893569975e+00,-1.261409165467e+01,-13.423239,Kumada,NAN,NAN,315.907,0.4375,453.6624,17,74,2
Cu_17.75,-3.519979473147e+00,-1.264794489239e+01,-16.774283,Kumada,NAN,NAN,334.866,0.41176,405.1811,17,75,2
Cu_17.76,-8.778554406946e+00,2.940458603082e+00,-10.444847,Negishi,NAN,NAN,585.337,0.28947,1443.869,17,76,2
Cu_17.77,-7.999275610247e+00,2.837930070532e+00,0.232510,Hiyama,NAN,NAN,587.353,0.28947,1097.017,17,77,2
Cu_17.78,-9.655733940342e-01,5.025370018737e+00,4.098035,Hiyama,NAN,NAN,264.795,0.5,412.1082,17,78,2
Cu_17.79,8.923110434446e+00,-6.274106057980e+00,9.864660,None,NAN,NAN,265.803,0.5,383.0780,17,79,2
Cu_1.77,-6.889657483027e+00,3.242474719099e+00,6.592730,None,NAN,NAN,592.500,0.32353,995.0303,1,77,2
Cu_17.80,1.032586162234e+01,-1.798236765118e+01,6.036992,None,NAN,NAN,265.803,0.55556,352.4838,17,80,2
Cu_17.81,-6.853080489066e+00,-1.004341020259e+01,-10.840664,Negishi,NAN,NAN,477.026,0.31034,905.3193,17,81,2
Cu_17.82,-4.297731967996e+00,-1.211171219600e+01,-17.190615,Kumada,NAN,NAN,360.952,0.36842,462.8041,17,82,2
Cu_17.83,-5.365802029868e+00,-1.101628793002e+01,-16.697333,Kumada,NAN,NAN,405.985,0.36364,675.0829,17,83,2
Cu_17.84,-6.219342933982e+00,-1.004281562591e+01,-9.992407,Negishi,NAN,NAN,463.127,0.40741,908.1308,17,84,2
Cu_17.85,7.590051072941e+00,-5.827749007285e+00,-11.229301,Negishi,NAN,NAN,342.932,0.5,576.6243,17,85,2
Cu_17.86,8.458995689008e+00,-5.742033591147e+00,-10.192284,Negishi,NAN,NAN,340.916,0.55,540.8323,17,86,2
Cu_17.87,8.537181946890e+00,-6.286689893254e+00,-13.003221,Kumada,NAN,NAN,278.846,0.46667,350.0065,17,87,2
Cu_17.88,9.422047144629e+00,-5.951938403934e+00,-8.284282,Negishi,NAN,NAN,306.856,0.58824,401.5409,17,88,2
Cu_17.89,7.420206383301e+00,-6.000751018503e+00,-10.338966,Negishi,NAN,NAN,318.910,0.44444,576.3605,17,89,2
Cu_1.78,1.566567604109e+00,5.620746138698e+00,20.651822,None,NAN,NAN,269.942,0.6,59.11055,1,78,2
Cu_17.90,6.378696537974e+00,-5.679757131182e+00,3.848081,Hiyama,NAN,NAN,367.938,0.45455,807.3615,17,90,2
Cu_1.79,1.060771528395e+01,-6.583594716583e+00,26.995972,None,NAN,NAN,270.950,0.6,101.4852,1,79,2
Cu_1.7,-5.604916496229e+00,-1.095846259563e+01,-6.865440,Stille,NAN,NAN,441.248,0.33333,710.7850,1,7,2
Cu_1.80,1.114588461809e+01,-1.764269068662e+01,21.163019,None,NAN,NAN,270.950,0.6,139.2820,1,80,2
Cu_18.18,-7.077660135572e+00,-1.010660295657e+01,12.695380,None,NAN,NAN,498.256,0.31034,755.7797,18,18,2
Cu_18.19,-5.569175746939e+00,-1.059611781267e+01,0.157821,Hiyama,NAN,NAN,420.058,0.41667,739.7513,18,19,2
Cu_1.81,-5.848602429474e+00,-1.060174811360e+01,-3.613063,Stille,NAN,NAN,482.173,0.36,691.7041,1,81,2
Cu_18.20,-6.475814070612e+00,-1.018172079853e+01,5.284625,Hiyama,NAN,NAN,480.110,0.35714,797.4709,18,20,2
Cu_18.21,-7.612614511108e+00,-9.793473674449e+00,5.887271,None,NAN,NAN,524.210,0.3125,839.8169,18,21,2
Cu_18.22,-8.981051849180e+00,-9.103852415637e+00,20.634432,None,NAN,NAN,570.322,0.28571,1094.778,18,22,2
Cu_18.23,-9.703471559109e+00,-8.647204805631e+00,25.932681,None,NAN,NAN,598.376,0.2973,1338.827,18,23,2
Cu_18.24,-8.189065935133e+00,-9.542161591561e+00,10.657387,None,NAN,NAN,550.248,0.29412,934.0616,18,24,2
Cu_18.25,-8.456693517082e+00,-9.456892212841e+00,5.126086,Hiyama,NAN,NAN,558.227,0.28571,950.2826,18,25,2
Cu_18.26,-9.003498373214e+00,-9.142231177594e+00,2.976036,Hiyama,NAN,NAN,574.226,0.27778,1064.868,18,26,2
Cu_18.27,-8.533878530335e+00,-9.238097396425e+00,0.674073,Hiyama,NAN,NAN,558.227,0.31429,1080.000,18,27,2
Cu_18.28,-5.476860132213e+00,-1.065339448250e+01,18.902640,None,NAN,NAN,430.007,0.41667,833.5853,18,28,2
Cu_18.29,-5.368670435888e+00,-1.078722613511e+01,1.465076,Hiyama,NAN,NAN,427.054,0.41667,720.3179,18,29,2
Cu_1.82,-3.426893306830e+00,-1.303504075885e+01,-10.449889,Negishi,NAN,NAN,366.099,0.4,372.2350,1,82,2
Cu_18.30,-8.083043266158e+00,-9.210442231194e+00,12.537426,None,NAN,NAN,553.296,0.30303,1239.103,18,30,2
Cu_18.31,-6.469918950994e+00,-1.026933121760e+01,4.090405,Hiyama,NAN,NAN,498.177,0.34483,722.1039,18,31,2
Cu_18.32,-3.626848794362e+00,4.132478598439e+00,3.697950,Hiyama,NAN,NAN,377.034,0.36364,621.0443,18,32,2
Cu_18.33,-4.164762665741e+00,4.095992782380e+00,0.210448,Hiyama,NAN,NAN,405.087,0.375,658.1417,18,33,2
Cu_18.34,-4.871053384033e+00,3.869759811136e+00,1.512533,Hiyama,NAN,NAN,433.141,0.34615,711.9161,18,34,2
Cu_18.35,-5.334432413886e+00,3.652154078049e+00,5.700048,None,NAN,NAN,461.195,0.32143,717.4501,18,35,2
Cu_18.36,-6.254364372334e+00,3.618737828339e+00,4.011224,Hiyama,NAN,NAN,513.271,0.34375,978.3361,18,36,2
Cu_18.37,-1.609558384100e+01,6.140781823093e+00,-6.287076,Stille,NAN,NAN,584.329,0.54167,1347.902,18,37,2
Cu_18.38,-3.684813001196e+00,4.132568900931e+00,0.583107,Hiyama,NAN,NAN,379.050,0.36364,641.8073,18,38,2
Cu_18.39,-4.214464250685e+00,4.091540181148e+00,-4.242181,Stille,NAN,NAN,407.103,0.375,669.9802,18,39,2
